==================================================
                new log file
==================================================
config:&{InstanceID:64 Cors:{AllowAllOrigins:false AllowOrigins:[] AllowHeaders:[Authorization AccessKey X-AccessKey UserToken X-Language X-WebAppID X-App X-Action] ExposeHeaders:[] AllowCredentials:true AllowWebSockets:true} Host: Port:6043 LogLevel:info GoPoolSize:50000 RotationInterval:15s TDengine:{Host:localhost Port:6041 Username:root Password:taosdata Usessl:false} Metrics:{Cluster: Prefix:taos Database:{Name:log Options:map[buffer:64 cachemodel:both keep:90 vgroups:1]} Tables:[]} Env:{InCGroup:false} Audit:{Enable:false Database:{Name: Options:map[]}} Log:{Level:info Path:/var/log/taos RotationCount:30 RotationTime:24h0m0s RotationSize:1073741824 KeepDays:30 Compress:false ReservedDiskSize:1073741824} Transfer: FromTime:2020-01-01T00:00:00+08:00 Drop:}
version                                      3.3.6.13
03/08 11:46:15.008482 00000228 WEB INFO  QID:0x2000000000000700 finish request, status_code:200, latency:4.5436ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/08 11:46:30.010544 00000228 WEB INFO  QID:0x2000000000000800 finish request, status_code:200, latency:6.8141ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/08 11:46:33.138033 00000228 WEB INFO  QID:0x10000000000d600 finish request, status_code:200, latency:5.9659ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/08 11:46:33.139425 00000228 WEB INFO  QID:0x10000000000d500 finish request, status_code:200, latency:7.2868ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/08 11:46:40.492985 00000228 WEB INFO  QID:0x10000000000e000 finish request, status_code:200, latency:2.4065ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/08 11:46:45.009599 00000228 WEB INFO  QID:0x2000000000000900 finish request, status_code:200, latency:5.8025ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/08 11:47:00.008046 00000228 WEB INFO  QID:0x2000000000000a00 finish request, status_code:200, latency:5.1724ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/08 11:47:03.149292 00000228 WEB INFO  QID:0x10000000000fa00 finish request, status_code:200, latency:2.3501ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/08 11:47:03.149805 00000228 WEB INFO  QID:0x10000000000f900 finish request, status_code:200, latency:2.8721ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/08 11:47:11.508512 00000228 WEB INFO  QID:0x100000000010500 finish request, status_code:200, latency:16.639ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/08 11:47:15.012164 00000228 WEB INFO  QID:0x2000000000000b00 finish request, status_code:200, latency:8.3832ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/08 11:47:30.012857 00000228 WEB INFO  QID:0x2000000000000c00 finish request, status_code:200, latency:8.5544ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/08 11:47:33.172763 00000228 WEB INFO  QID:0x100000000011e00 finish request, status_code:200, latency:6.112ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/08 11:47:33.173559 00000228 WEB INFO  QID:0x100000000011d00 finish request, status_code:200, latency:6.9083ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/08 11:47:42.493377 00000228 WEB INFO  QID:0x100000000012a00 finish request, status_code:200, latency:2.7703ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/08 11:47:45.010098 00000228 WEB INFO  QID:0x2000000000000d00 finish request, status_code:200, latency:6.7788ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/08 11:48:00.011470 00000228 WEB INFO  QID:0x2000000000000e00 finish request, status_code:200, latency:6.9994ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/08 11:48:03.189538 00000228 WEB INFO  QID:0x100000000014200 finish request, status_code:200, latency:2.9448ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/08 11:48:03.190289 00000228 WEB INFO  QID:0x100000000014100 finish request, status_code:200, latency:3.7027ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/08 11:48:13.493960 00000228 WEB INFO  QID:0x100000000015000 finish request, status_code:200, latency:3.1453ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/08 11:48:15.010012 00000228 WEB INFO  QID:0x2000000000000f00 finish request, status_code:200, latency:5.9158ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/08 11:48:30.016698 00000228 WEB INFO  QID:0x2000000000001000 finish request, status_code:200, latency:11.2785ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/08 11:48:33.209005 00000228 WEB INFO  QID:0x100000000016600 finish request, status_code:200, latency:2.5508ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/08 11:48:33.209491 00000228 WEB INFO  QID:0x100000000016500 finish request, status_code:200, latency:3.0157ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/08 11:48:44.491503 00000228 WEB INFO  QID:0x100000000017500 finish request, status_code:200, latency:1.9027ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/08 11:48:45.008060 00000228 WEB INFO  QID:0x2000000000001100 finish request, status_code:200, latency:5.6617ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/08 11:49:00.007574 00000228 WEB INFO  QID:0x2000000000001200 finish request, status_code:200, latency:5.664ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/08 11:49:03.227166 00000228 WEB INFO  QID:0x100000000018a00 finish request, status_code:200, latency:1.84ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/08 11:49:03.227426 00000228 WEB INFO  QID:0x100000000018900 finish request, status_code:200, latency:2.1072ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/08 11:49:15.007004 00000228 WEB INFO  QID:0x2000000000001300 finish request, status_code:200, latency:5.1442ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/08 11:49:15.493117 00000228 WEB INFO  QID:0x100000000019a00 finish request, status_code:200, latency:3.4294ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/08 11:49:30.008417 00000228 WEB INFO  QID:0x2000000000001400 finish request, status_code:200, latency:5.2464ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/08 11:49:33.250285 00000228 WEB INFO  QID:0x10000000001ae00 finish request, status_code:200, latency:3.0577ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/08 11:49:33.251105 00000228 WEB INFO  QID:0x10000000001ad00 finish request, status_code:200, latency:4.0479ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/08 11:49:45.010192 00000228 WEB INFO  QID:0x2000000000001500 finish request, status_code:200, latency:5.95ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/08 11:49:45.492350 00000228 WEB INFO  QID:0x10000000001be00 finish request, status_code:200, latency:2.1356ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/08 11:50:00.033020 00000228 WEB INFO  QID:0x2000000000001600 finish request, status_code:200, latency:28.8908ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/08 11:50:03.305662 00000228 WEB INFO  QID:0x10000000001d200 finish request, status_code:200, latency:32.6469ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/08 11:50:03.306185 00000228 WEB INFO  QID:0x10000000001d100 finish request, status_code:200, latency:33.1735ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/08 11:50:15.011380 00000228 WEB INFO  QID:0x2000000000001700 finish request, status_code:200, latency:7.3917ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/08 11:50:16.495309 00000228 WEB INFO  QID:0x10000000001e300 finish request, status_code:200, latency:3.7887ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/08 11:50:30.008425 00000228 WEB INFO  QID:0x2000000000001800 finish request, status_code:200, latency:4.8659ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/08 11:50:33.342707 00000228 WEB INFO  QID:0x10000000001f600 finish request, status_code:200, latency:37.4979ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/08 11:50:33.349230 00000228 WEB INFO  QID:0x10000000001f500 finish request, status_code:200, latency:44.0276ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/08 11:50:45.045463 00000228 WEB INFO  QID:0x2000000000001900 finish request, status_code:200, latency:32.7376ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/08 11:50:47.788249 00000228 WEB INFO  QID:0x100000000020700 finish request, status_code:200, latency:297.2244ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/08 11:51:00.020001 00000228 WEB INFO  QID:0x2000000000001a00 finish request, status_code:200, latency:16.3974ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/08 11:51:03.335179 00000228 WEB INFO  QID:0x100000000021a00 finish request, status_code:200, latency:2.9308ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/08 11:51:03.336037 00000228 WEB INFO  QID:0x100000000021900 finish request, status_code:200, latency:3.7112ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/08 11:51:15.010242 00000228 WEB INFO  QID:0x2000000000001b00 finish request, status_code:200, latency:6.3778ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/08 11:51:18.493292 00000228 WEB INFO  QID:0x100000000022c00 finish request, status_code:200, latency:3.3491ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/08 11:51:30.008799 00000228 WEB INFO  QID:0x2000000000001c00 finish request, status_code:200, latency:6.0076ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/08 11:51:33.352638 00000228 WEB INFO  QID:0x100000000023e00 finish request, status_code:200, latency:3.1711ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/08 11:51:33.353311 00000228 WEB INFO  QID:0x100000000023d00 finish request, status_code:200, latency:3.7813ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/08 11:51:45.008171 00000228 WEB INFO  QID:0x2000000000001d00 finish request, status_code:200, latency:5.4823ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/08 11:51:48.491559 00000228 WEB INFO  QID:0x100000000025000 finish request, status_code:200, latency:2.3312ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/08 11:52:00.010874 00000228 WEB INFO  QID:0x2000000000001e00 finish request, status_code:200, latency:7.1826ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/08 11:52:03.371757 00000228 WEB INFO  QID:0x100000000026200 finish request, status_code:200, latency:3.0543ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/08 11:52:03.372421 00000228 WEB INFO  QID:0x100000000026100 finish request, status_code:200, latency:3.7216ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/08 11:52:15.007664 00000228 WEB INFO  QID:0x2000000000001f00 finish request, status_code:200, latency:4.0965ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/08 11:52:18.500099 00000228 WEB INFO  QID:0x100000000027400 finish request, status_code:200, latency:8.1376ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/08 11:52:30.008201 00000228 WEB INFO  QID:0x2000000000002000 finish request, status_code:200, latency:4.3983ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/08 11:52:33.398113 00000228 WEB INFO  QID:0x100000000028600 finish request, status_code:200, latency:4.5083ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/08 11:52:33.398388 00000228 WEB INFO  QID:0x100000000028500 finish request, status_code:200, latency:4.7944ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/08 11:52:45.029773 00000228 WEB INFO  QID:0x2000000000002100 finish request, status_code:200, latency:22.9071ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/08 11:52:49.495044 00000228 WEB INFO  QID:0x100000000029900 finish request, status_code:200, latency:4.4907ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/08 11:53:00.021957 00000228 WEB INFO  QID:0x2000000000002200 finish request, status_code:200, latency:17.5366ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/08 11:53:03.421876 00000228 WEB INFO  QID:0x10000000002aa00 finish request, status_code:200, latency:5.2684ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/08 11:53:03.423466 00000228 WEB INFO  QID:0x10000000002a900 finish request, status_code:200, latency:6.772ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/08 11:53:15.008233 00000228 WEB INFO  QID:0x2000000000002300 finish request, status_code:200, latency:5.5654ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/08 11:53:20.493116 00000228 WEB INFO  QID:0x10000000002be00 finish request, status_code:200, latency:3.3229ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/08 11:53:30.007517 00000228 WEB INFO  QID:0x2000000000002400 finish request, status_code:200, latency:4.5453ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/08 11:53:33.439376 00000228 WEB INFO  QID:0x10000000002ce00 finish request, status_code:200, latency:2.2381ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/08 11:53:33.439843 00000228 WEB INFO  QID:0x10000000002cd00 finish request, status_code:200, latency:2.718ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/08 11:53:45.007184 00000228 WEB INFO  QID:0x2000000000002500 finish request, status_code:200, latency:4.31ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/08 11:53:50.491548 00000228 WEB INFO  QID:0x10000000002e200 finish request, status_code:200, latency:1.9464ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/08 11:54:00.013348 00000228 WEB INFO  QID:0x2000000000002600 finish request, status_code:200, latency:9.0204ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/08 11:54:03.460237 00000228 WEB INFO  QID:0x10000000002f200 finish request, status_code:200, latency:2.5354ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/08 11:54:03.461217 00000228 WEB INFO  QID:0x10000000002f100 finish request, status_code:200, latency:3.4778ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/08 11:54:15.030444 00000228 WEB INFO  QID:0x2000000000002700 finish request, status_code:200, latency:23.9703ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/08 11:54:21.494908 00000228 WEB INFO  QID:0x100000000030700 finish request, status_code:200, latency:4.0624ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/08 11:54:30.012690 00000228 WEB INFO  QID:0x2000000000002800 finish request, status_code:200, latency:7.7139ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/08 11:54:33.482087 00000228 WEB INFO  QID:0x100000000031600 finish request, status_code:200, latency:2.5842ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/08 11:54:33.482149 00000228 WEB INFO  QID:0x100000000031500 finish request, status_code:200, latency:2.6297ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/08 11:54:45.013630 00000228 WEB INFO  QID:0x2000000000002900 finish request, status_code:200, latency:10.3511ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/08 11:54:52.493623 00000228 WEB INFO  QID:0x100000000032c00 finish request, status_code:200, latency:2.8928ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/08 11:55:00.019867 00000228 WEB INFO  QID:0x2000000000002a00 finish request, status_code:200, latency:10.4984ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/08 11:55:03.537577 00000228 WEB INFO  QID:0x100000000033a00 finish request, status_code:200, latency:2.6621ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/08 11:55:03.538133 00000228 WEB INFO  QID:0x100000000033900 finish request, status_code:200, latency:3.2221ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/08 11:55:15.009627 00000228 WEB INFO  QID:0x2000000000002b00 finish request, status_code:200, latency:6.1932ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/08 11:55:23.494220 00000228 WEB INFO  QID:0x100000000035100 finish request, status_code:200, latency:3.3757ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/08 11:55:30.008837 00000228 WEB INFO  QID:0x2000000000002c00 finish request, status_code:200, latency:4.6894ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/08 11:55:33.557567 00000228 WEB INFO  QID:0x100000000035e00 finish request, status_code:200, latency:2.3108ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/08 11:55:33.558175 00000228 WEB INFO  QID:0x100000000035d00 finish request, status_code:200, latency:2.9735ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/08 11:55:45.008558 00000228 WEB INFO  QID:0x2000000000002d00 finish request, status_code:200, latency:4.9575ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/08 11:55:54.492714 00000228 WEB INFO  QID:0x100000000037700 finish request, status_code:200, latency:2.3625ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/08 11:56:00.008491 00000228 WEB INFO  QID:0x2000000000002e00 finish request, status_code:200, latency:4.9497ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/08 11:56:03.579254 00000228 WEB INFO  QID:0x100000000038200 finish request, status_code:200, latency:2.1798ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/08 11:56:03.579746 00000228 WEB INFO  QID:0x100000000038100 finish request, status_code:200, latency:2.7273ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/08 11:56:15.012042 00000228 WEB INFO  QID:0x2000000000002f00 finish request, status_code:200, latency:8.2177ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/08 11:56:25.499838 00000228 WEB INFO  QID:0x100000000039c00 finish request, status_code:200, latency:7.8814ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/08 11:56:30.008033 00000228 WEB INFO  QID:0x2000000000003000 finish request, status_code:200, latency:4.6336ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/08 11:56:33.600426 00000228 WEB INFO  QID:0x10000000003a500 finish request, status_code:200, latency:2.6598ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/08 11:56:33.601363 00000228 WEB INFO  QID:0x10000000003a600 finish request, status_code:200, latency:3.5988ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/08 11:56:45.009329 00000228 WEB INFO  QID:0x2000000000003100 finish request, status_code:200, latency:5.3932ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/08 11:56:56.493909 00000228 WEB INFO  QID:0x10000000003c100 finish request, status_code:200, latency:3.2542ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/08 11:57:00.008960 00000228 WEB INFO  QID:0x2000000000003200 finish request, status_code:200, latency:4.1289ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/08 11:57:03.618939 00000228 WEB INFO  QID:0x10000000003ca00 finish request, status_code:200, latency:2.1311ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/08 11:57:03.619516 00000228 WEB INFO  QID:0x10000000003c900 finish request, status_code:200, latency:2.7134ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/08 11:57:15.010485 00000228 WEB INFO  QID:0x2000000000003300 finish request, status_code:200, latency:6.343ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/08 11:57:27.495060 00000228 WEB INFO  QID:0x10000000003e600 finish request, status_code:200, latency:4.1953ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/08 11:57:30.010606 00000228 WEB INFO  QID:0x2000000000003400 finish request, status_code:200, latency:5.9841ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/08 11:57:33.637804 00000228 WEB INFO  QID:0x10000000003ee00 finish request, status_code:200, latency:2.1179ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/08 11:57:33.638185 00000228 WEB INFO  QID:0x10000000003ed00 finish request, status_code:200, latency:2.4438ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/08 11:57:45.012538 00000228 WEB INFO  QID:0x2000000000003500 finish request, status_code:200, latency:7.6528ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/08 11:57:58.492237 00000228 WEB INFO  QID:0x100000000040b00 finish request, status_code:200, latency:2.002ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/08 11:58:00.023455 00000228 WEB INFO  QID:0x2000000000003600 finish request, status_code:200, latency:18.3139ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/08 11:58:03.659118 00000228 WEB INFO  QID:0x100000000041200 finish request, status_code:200, latency:1.9121ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/08 11:58:03.659531 00000228 WEB INFO  QID:0x100000000041100 finish request, status_code:200, latency:2.3215ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/08 11:58:15.007672 00000228 WEB INFO  QID:0x2000000000003700 finish request, status_code:200, latency:4.6771ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/08 11:58:29.492653 00000228 WEB INFO  QID:0x100000000043000 finish request, status_code:200, latency:2.2887ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/08 11:58:30.011151 00000228 WEB INFO  QID:0x2000000000003800 finish request, status_code:200, latency:7.0099ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/08 11:58:33.680492 00000228 WEB INFO  QID:0x100000000043600 finish request, status_code:200, latency:2.4503ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/08 11:58:33.681011 00000228 WEB INFO  QID:0x100000000043500 finish request, status_code:200, latency:2.9299ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/08 11:58:45.024823 00000228 WEB INFO  QID:0x2000000000003900 finish request, status_code:200, latency:19.2081ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/08 11:59:00.010392 00000228 WEB INFO  QID:0x2000000000003a00 finish request, status_code:200, latency:6.9099ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/08 11:59:00.492007 00000228 WEB INFO  QID:0x100000000045500 finish request, status_code:200, latency:1.802ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/08 11:59:03.701473 00000228 WEB INFO  QID:0x100000000045a00 finish request, status_code:200, latency:2.5396ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/08 11:59:03.701862 00000228 WEB INFO  QID:0x100000000045900 finish request, status_code:200, latency:2.9384ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/08 11:59:15.008736 00000228 WEB INFO  QID:0x2000000000003b00 finish request, status_code:200, latency:4.3147ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/08 11:59:30.008131 00000228 WEB INFO  QID:0x2000000000003c00 finish request, status_code:200, latency:4.7114ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/08 11:59:31.491921 00000228 WEB INFO  QID:0x100000000047a00 finish request, status_code:200, latency:1.7216ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/08 11:59:33.723899 00000228 WEB INFO  QID:0x100000000047e00 finish request, status_code:200, latency:2.2053ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/08 11:59:33.724888 00000228 WEB INFO  QID:0x100000000047d00 finish request, status_code:200, latency:3.2214ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/08 11:59:45.007388 00000228 WEB INFO  QID:0x2000000000003d00 finish request, status_code:200, latency:4.3861ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
