==================================================
                new log file
==================================================
config:&{InstanceID:64 Cors:{AllowAllOrigins:false AllowOrigins:[] AllowHeaders:[Authorization AccessKey X-AccessKey UserToken X-Language X-WebAppID X-App X-Action] ExposeHeaders:[] AllowCredentials:true AllowWebSockets:true} Host: Port:6043 LogLevel:info GoPoolSize:50000 RotationInterval:15s TDengine:{Host:localhost Port:6041 Username:root Password:taosdata Usessl:false} Metrics:{Cluster: Prefix:taos Database:{Name:log Options:map[buffer:64 cachemodel:both keep:90 vgroups:1]} Tables:[]} Env:{InCGroup:false} Audit:{Enable:false Database:{Name: Options:map[]}} Log:{Level:info Path:/var/log/taos RotationCount:30 RotationTime:24h0m0s RotationSize:1073741824 KeepDays:30 Compress:false ReservedDiskSize:1073741824} Transfer: FromTime:2020-01-01T00:00:00+08:00 Drop:}
version                                      3.3.6.13
03/06 14:20:45.008283 00000229 WEB INFO  QID:0x2000000000000700 finish request, status_code:200, latency:5.6128ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/06 14:21:00.008166 00000229 WEB INFO  QID:0x2000000000000800 finish request, status_code:200, latency:5.1748ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/06 14:21:00.813964 00000229 WEB INFO  QID:0x10000000000d600 finish request, status_code:200, latency:2.0856ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/06 14:21:00.814460 00000229 WEB INFO  QID:0x10000000000d500 finish request, status_code:200, latency:2.5695ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/06 14:21:07.212021 00000229 WEB INFO  QID:0x10000000000df00 finish request, status_code:200, latency:7.8513ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/06 14:21:15.024075 00000229 WEB INFO  QID:0x2000000000000900 finish request, status_code:200, latency:19.094ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/06 14:21:30.025387 00000229 WEB INFO  QID:0x2000000000000a00 finish request, status_code:200, latency:20.5173ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/06 14:21:30.849761 00000229 WEB INFO  QID:0x10000000000fa00 finish request, status_code:200, latency:8.825ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/06 14:21:30.851989 00000229 WEB INFO  QID:0x10000000000f900 finish request, status_code:200, latency:11.1571ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/06 14:21:38.204283 00000229 WEB INFO  QID:0x100000000010400 finish request, status_code:200, latency:1.854ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/06 14:21:45.019772 00000229 WEB INFO  QID:0x2000000000000b00 finish request, status_code:200, latency:16.21ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/06 14:22:00.013359 00000229 WEB INFO  QID:0x2000000000000c00 finish request, status_code:200, latency:9.7438ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/06 14:22:00.871425 00000229 WEB INFO  QID:0x100000000011e00 finish request, status_code:200, latency:5.0616ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/06 14:22:00.873016 00000229 WEB INFO  QID:0x100000000011d00 finish request, status_code:200, latency:6.5815ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/06 14:22:08.204592 00000229 WEB INFO  QID:0x100000000012800 finish request, status_code:200, latency:1.9069ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/06 14:22:15.014194 00000229 WEB INFO  QID:0x2000000000000d00 finish request, status_code:200, latency:11.0089ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/06 14:22:30.007060 00000229 WEB INFO  QID:0x2000000000000e00 finish request, status_code:200, latency:4.6927ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/06 14:22:30.900645 00000229 WEB INFO  QID:0x100000000014200 finish request, status_code:200, latency:6.3682ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/06 14:22:30.902635 00000229 WEB INFO  QID:0x100000000014100 finish request, status_code:200, latency:8.2185ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/06 14:22:39.206799 00000229 WEB INFO  QID:0x100000000014d00 finish request, status_code:200, latency:3.8346ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/06 14:22:45.006893 00000229 WEB INFO  QID:0x2000000000000f00 finish request, status_code:200, latency:4.0262ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/06 14:23:00.008236 00000229 WEB INFO  QID:0x2000000000001000 finish request, status_code:200, latency:5.5234ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/06 14:23:00.924802 00000229 WEB INFO  QID:0x100000000016600 finish request, status_code:200, latency:5.1351ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/06 14:23:00.926305 00000229 WEB INFO  QID:0x100000000016500 finish request, status_code:200, latency:6.556ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/06 14:23:10.207938 00000229 WEB INFO  QID:0x100000000017200 finish request, status_code:200, latency:4.5667ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/06 14:23:15.018863 00000229 WEB INFO  QID:0x2000000000001100 finish request, status_code:200, latency:14.7914ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/06 14:23:30.007911 00000229 WEB INFO  QID:0x2000000000001200 finish request, status_code:200, latency:5.6675ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/06 14:23:30.949566 00000229 WEB INFO  QID:0x100000000018a00 finish request, status_code:200, latency:5.0467ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/06 14:23:30.951314 00000229 WEB INFO  QID:0x100000000018900 finish request, status_code:200, latency:6.7564ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/06 14:23:41.204492 00000229 WEB INFO  QID:0x100000000019700 finish request, status_code:200, latency:2.0095ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/06 14:23:45.007387 00000229 WEB INFO  QID:0x2000000000001300 finish request, status_code:200, latency:4.7915ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/06 14:24:00.016860 00000229 WEB INFO  QID:0x2000000000001400 finish request, status_code:200, latency:13.1833ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/06 14:24:00.978710 00000229 WEB INFO  QID:0x10000000001ae00 finish request, status_code:200, latency:8.5915ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/06 14:24:00.981542 00000229 WEB INFO  QID:0x10000000001ad00 finish request, status_code:200, latency:11.3002ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/06 14:24:11.214422 00000229 WEB INFO  QID:0x10000000001ba00 finish request, status_code:200, latency:9.3721ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/06 14:24:15.017366 00000229 WEB INFO  QID:0x2000000000001500 finish request, status_code:200, latency:13.6596ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/06 14:24:30.007358 00000229 WEB INFO  QID:0x2000000000001600 finish request, status_code:200, latency:5.053ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/06 14:24:30.999017 00000229 WEB INFO  QID:0x10000000001d200 finish request, status_code:200, latency:5.078ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/06 14:24:31.000525 00000229 WEB INFO  QID:0x10000000001d100 finish request, status_code:200, latency:6.545ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
