03/07 00:00:02.058779 00000337 WEB INFO  QID:0x1000000009e3400 finish request, status_code:200, latency:8.4982ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 00:02:10.862732 00000337 WEB INFO  QID:0x1000000009ecf00 finish request, status_code:200, latency:7.1265ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 00:02:17.728710 00000337 WEB INFO  QID:0x200000000008d700 finish request, status_code:200, latency:14.8953ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 00:02:32.733111 00000337 WEB INFO  QID:0x200000000008d800 finish request, status_code:200, latency:19.2297ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 00:02:37.058871 00000337 WEB INFO  QID:0x1000000009eed00 finish request, status_code:200, latency:8.7704ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 00:02:40.893036 00000337 WEB INFO  QID:0x1000000009ef400 finish request, status_code:200, latency:6.6082ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/07 00:02:40.894662 00000337 WEB INFO  QID:0x1000000009ef300 finish request, status_code:200, latency:8.2085ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 00:02:47.733772 00000337 WEB INFO  QID:0x200000000008d900 finish request, status_code:200, latency:19.1002ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 00:03:02.725700 00000337 WEB INFO  QID:0x200000000008da00 finish request, status_code:200, latency:12.424ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 00:03:08.059158 00000337 WEB INFO  QID:0x1000000009f1200 finish request, status_code:200, latency:8.991ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 00:03:10.927506 00000337 WEB INFO  QID:0x1000000009f1800 finish request, status_code:200, latency:8.2345ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/07 00:03:10.929807 00000337 WEB INFO  QID:0x1000000009f1700 finish request, status_code:200, latency:10.4689ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 00:03:17.730011 00000337 WEB INFO  QID:0x200000000008db00 finish request, status_code:200, latency:15.9856ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 00:03:32.730412 00000337 WEB INFO  QID:0x200000000008dc00 finish request, status_code:200, latency:16.2876ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 00:03:39.058638 00000337 WEB INFO  QID:0x1000000009f3800 finish request, status_code:200, latency:8.5936ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 00:03:40.952568 00000337 WEB INFO  QID:0x1000000009f3c00 finish request, status_code:200, latency:4.1518ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/07 00:03:40.953579 00000337 WEB INFO  QID:0x1000000009f3b00 finish request, status_code:200, latency:5.1214ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 00:03:47.734203 00000337 WEB INFO  QID:0x200000000008dd00 finish request, status_code:200, latency:19.4131ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 00:04:02.735041 00000337 WEB INFO  QID:0x200000000008de00 finish request, status_code:200, latency:19.9667ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 00:04:10.058956 00000337 WEB INFO  QID:0x1000000009f5d00 finish request, status_code:200, latency:8.8795ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 00:04:10.991777 00000337 WEB INFO  QID:0x1000000009f6000 finish request, status_code:200, latency:10.4669ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/07 00:04:10.993933 00000337 WEB INFO  QID:0x1000000009f5f00 finish request, status_code:200, latency:12.51ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 00:04:17.734910 00000337 WEB INFO  QID:0x200000000008df00 finish request, status_code:200, latency:20.3774ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 00:04:32.734669 00000337 WEB INFO  QID:0x200000000008e000 finish request, status_code:200, latency:19.747ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 00:04:41.019088 00000337 WEB INFO  QID:0x1000000009f8300 finish request, status_code:200, latency:6.8447ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/07 00:04:41.020757 00000337 WEB INFO  QID:0x1000000009f8200 finish request, status_code:200, latency:8.5195ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 00:04:41.052722 00000337 WEB INFO  QID:0x1000000009f8400 finish request, status_code:200, latency:3.9374ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 00:04:47.735522 00000337 WEB INFO  QID:0x200000000008e100 finish request, status_code:200, latency:20.7164ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 00:05:02.729770 00000337 WEB INFO  QID:0x200000000008e200 finish request, status_code:200, latency:14.3732ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 00:05:11.048869 00000337 WEB INFO  QID:0x1000000009fa700 finish request, status_code:200, latency:6.109ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/07 00:05:11.050467 00000337 WEB INFO  QID:0x1000000009fa600 finish request, status_code:200, latency:7.649ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 00:05:12.058084 00000337 WEB INFO  QID:0x1000000009fa900 finish request, status_code:200, latency:7.999ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 00:05:17.734065 00000337 WEB INFO  QID:0x200000000008e300 finish request, status_code:200, latency:19.2903ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 00:05:32.726590 00000337 WEB INFO  QID:0x200000000008e400 finish request, status_code:200, latency:12.5939ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 00:05:41.084355 00000337 WEB INFO  QID:0x1000000009fcb00 finish request, status_code:200, latency:8.5426ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/07 00:05:41.086616 00000337 WEB INFO  QID:0x1000000009fca00 finish request, status_code:200, latency:10.8082ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 00:05:43.058943 00000337 WEB INFO  QID:0x1000000009fce00 finish request, status_code:200, latency:8.8117ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 00:05:47.733082 00000337 WEB INFO  QID:0x200000000008e500 finish request, status_code:200, latency:18.5811ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 00:06:02.733805 00000337 WEB INFO  QID:0x200000000008e600 finish request, status_code:200, latency:19.7999ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 00:06:11.117664 00000337 WEB INFO  QID:0x1000000009fef00 finish request, status_code:200, latency:9.6108ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/07 00:06:11.120023 00000337 WEB INFO  QID:0x1000000009fee00 finish request, status_code:200, latency:11.9308ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 00:06:14.055206 00000337 WEB INFO  QID:0x1000000009ff300 finish request, status_code:200, latency:5.8746ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 00:06:17.726600 00000337 WEB INFO  QID:0x200000000008e700 finish request, status_code:200, latency:12.4213ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 00:06:32.735225 00000337 WEB INFO  QID:0x200000000008e800 finish request, status_code:200, latency:20.2277ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 00:06:41.137797 00000337 WEB INFO  QID:0x100000000a01300 finish request, status_code:200, latency:2.2875ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/07 00:06:41.138311 00000337 WEB INFO  QID:0x100000000a01200 finish request, status_code:200, latency:2.7742ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 00:06:45.056611 00000337 WEB INFO  QID:0x100000000a01800 finish request, status_code:200, latency:7.0168ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 00:06:47.734185 00000337 WEB INFO  QID:0x200000000008e900 finish request, status_code:200, latency:19.8035ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 00:07:02.733706 00000337 WEB INFO  QID:0x200000000008ea00 finish request, status_code:200, latency:19.1208ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 00:07:11.165535 00000337 WEB INFO  QID:0x100000000a03700 finish request, status_code:200, latency:1.9179ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/07 00:07:11.165975 00000337 WEB INFO  QID:0x100000000a03600 finish request, status_code:200, latency:2.3357ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 00:07:16.056154 00000337 WEB INFO  QID:0x100000000a03c00 finish request, status_code:200, latency:7.063ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 00:07:17.716118 00000337 WEB INFO  QID:0x200000000008eb00 finish request, status_code:200, latency:4.4051ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 00:07:32.732259 00000337 WEB INFO  QID:0x200000000008ec00 finish request, status_code:200, latency:18.6835ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 00:07:41.201876 00000337 WEB INFO  QID:0x100000000a05b00 finish request, status_code:200, latency:7.2163ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/07 00:07:41.203914 00000337 WEB INFO  QID:0x100000000a05a00 finish request, status_code:200, latency:9.1639ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 00:07:47.059347 00000337 WEB INFO  QID:0x100000000a06100 finish request, status_code:200, latency:9.1045ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 00:07:47.732790 00000337 WEB INFO  QID:0x200000000008ed00 finish request, status_code:200, latency:18.464ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 00:08:02.731395 00000337 WEB INFO  QID:0x200000000008ee00 finish request, status_code:200, latency:17.2277ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 00:08:11.237378 00000337 WEB INFO  QID:0x100000000a07f00 finish request, status_code:200, latency:9.6858ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/07 00:08:11.239663 00000337 WEB INFO  QID:0x100000000a07e00 finish request, status_code:200, latency:11.8921ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 00:08:17.734467 00000337 WEB INFO  QID:0x200000000008ef00 finish request, status_code:200, latency:19.4671ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 00:08:18.055164 00000337 WEB INFO  QID:0x100000000a08600 finish request, status_code:200, latency:5.7243ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 00:08:32.731661 00000337 WEB INFO  QID:0x200000000008f000 finish request, status_code:200, latency:18.2075ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 00:08:41.258294 00000337 WEB INFO  QID:0x100000000a0a300 finish request, status_code:200, latency:3.0308ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/07 00:08:41.259039 00000337 WEB INFO  QID:0x100000000a0a200 finish request, status_code:200, latency:3.7406ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 00:08:47.733440 00000337 WEB INFO  QID:0x200000000008f100 finish request, status_code:200, latency:19.1319ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 00:08:49.057908 00000337 WEB INFO  QID:0x100000000a0ab00 finish request, status_code:200, latency:7.9421ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 00:09:02.734355 00000337 WEB INFO  QID:0x200000000008f200 finish request, status_code:200, latency:19.9557ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 00:09:11.292177 00000337 WEB INFO  QID:0x100000000a0c600 finish request, status_code:200, latency:6.6614ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/07 00:09:11.294489 00000337 WEB INFO  QID:0x100000000a0c500 finish request, status_code:200, latency:8.9015ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 00:09:17.727185 00000337 WEB INFO  QID:0x200000000008f300 finish request, status_code:200, latency:13.4556ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 00:09:20.059027 00000337 WEB INFO  QID:0x100000000a0d100 finish request, status_code:200, latency:9.1748ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 00:09:32.723994 00000337 WEB INFO  QID:0x200000000008f400 finish request, status_code:200, latency:9.6998ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 00:09:41.324721 00000337 WEB INFO  QID:0x100000000a0ea00 finish request, status_code:200, latency:7.9646ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/07 00:09:41.326943 00000337 WEB INFO  QID:0x100000000a0e900 finish request, status_code:200, latency:10.1828ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 00:09:47.732398 00000337 WEB INFO  QID:0x200000000008f500 finish request, status_code:200, latency:17.6729ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 00:09:51.059955 00000337 WEB INFO  QID:0x100000000a0f600 finish request, status_code:200, latency:9.7313ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 00:10:02.721555 00000337 WEB INFO  QID:0x200000000008f600 finish request, status_code:200, latency:7.7484ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 00:10:11.348944 00000337 WEB INFO  QID:0x100000000a10e00 finish request, status_code:200, latency:3.6457ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/07 00:10:11.349581 00000337 WEB INFO  QID:0x100000000a10d00 finish request, status_code:200, latency:4.2418ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 00:10:17.726104 00000337 WEB INFO  QID:0x200000000008f700 finish request, status_code:200, latency:13.654ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 00:10:22.060603 00000337 WEB INFO  QID:0x100000000a11b00 finish request, status_code:200, latency:10.2011ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 00:10:32.724251 00000337 WEB INFO  QID:0x200000000008f800 finish request, status_code:200, latency:10.5442ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 00:10:41.382699 00000337 WEB INFO  QID:0x100000000a13200 finish request, status_code:200, latency:7.0541ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/07 00:10:41.383998 00000337 WEB INFO  QID:0x100000000a13100 finish request, status_code:200, latency:8.2981ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 00:10:47.726027 00000337 WEB INFO  QID:0x200000000008f900 finish request, status_code:200, latency:11.9774ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 00:10:53.055041 00000337 WEB INFO  QID:0x100000000a14000 finish request, status_code:200, latency:5.8133ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 00:11:02.717370 00000337 WEB INFO  QID:0x200000000008fa00 finish request, status_code:200, latency:4.3077ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 00:11:11.417000 00000337 WEB INFO  QID:0x100000000a15600 finish request, status_code:200, latency:8.8901ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/07 00:11:11.418830 00000337 WEB INFO  QID:0x100000000a15500 finish request, status_code:200, latency:10.6133ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 00:11:17.720775 00000337 WEB INFO  QID:0x200000000008fb00 finish request, status_code:200, latency:7.6018ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 00:11:24.059746 00000337 WEB INFO  QID:0x100000000a16500 finish request, status_code:200, latency:8.9769ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 00:11:32.729957 00000337 WEB INFO  QID:0x200000000008fc00 finish request, status_code:200, latency:15.3786ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 00:11:41.447297 00000337 WEB INFO  QID:0x100000000a17a00 finish request, status_code:200, latency:7.4761ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/07 00:11:41.448529 00000337 WEB INFO  QID:0x100000000a17900 finish request, status_code:200, latency:8.6148ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 00:11:47.734024 00000337 WEB INFO  QID:0x200000000008fd00 finish request, status_code:200, latency:19.2031ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 00:11:55.055134 00000337 WEB INFO  QID:0x100000000a18a00 finish request, status_code:200, latency:5.7428ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 00:12:02.735793 00000337 WEB INFO  QID:0x200000000008fe00 finish request, status_code:200, latency:21.1599ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 00:12:11.480481 00000337 WEB INFO  QID:0x100000000a19e00 finish request, status_code:200, latency:9.498ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/07 00:12:11.482893 00000337 WEB INFO  QID:0x100000000a19d00 finish request, status_code:200, latency:11.8012ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 00:12:17.734870 00000337 WEB INFO  QID:0x200000000008ff00 finish request, status_code:200, latency:20.4423ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 00:12:26.059508 00000337 WEB INFO  QID:0x100000000a1af00 finish request, status_code:200, latency:9.2112ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 00:12:32.727693 00000337 WEB INFO  QID:0x2000000000090000 finish request, status_code:200, latency:13.0888ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 00:12:41.505902 00000337 WEB INFO  QID:0x100000000a1c200 finish request, status_code:200, latency:5.3936ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/07 00:12:41.506808 00000337 WEB INFO  QID:0x100000000a1c100 finish request, status_code:200, latency:6.2205ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 00:12:47.733594 00000337 WEB INFO  QID:0x2000000000090100 finish request, status_code:200, latency:19.2567ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 00:12:57.055387 00000337 WEB INFO  QID:0x100000000a1d400 finish request, status_code:200, latency:5.9961ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 00:13:02.736468 00000337 WEB INFO  QID:0x2000000000090200 finish request, status_code:200, latency:22.0616ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 00:13:11.540248 00000337 WEB INFO  QID:0x100000000a1e600 finish request, status_code:200, latency:7.5877ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/07 00:13:11.542380 00000337 WEB INFO  QID:0x100000000a1e500 finish request, status_code:200, latency:9.5514ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 00:13:17.736951 00000337 WEB INFO  QID:0x2000000000090300 finish request, status_code:200, latency:21.9713ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 00:13:28.052298 00000337 WEB INFO  QID:0x100000000a1f900 finish request, status_code:200, latency:3.7994ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 00:13:32.734959 00000337 WEB INFO  QID:0x2000000000090400 finish request, status_code:200, latency:20.1091ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 00:13:41.566866 00000337 WEB INFO  QID:0x100000000a20a00 finish request, status_code:200, latency:4.5134ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/07 00:13:41.567897 00000337 WEB INFO  QID:0x100000000a20900 finish request, status_code:200, latency:5.4864ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 00:13:47.723095 00000337 WEB INFO  QID:0x2000000000090500 finish request, status_code:200, latency:10.3489ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 00:13:59.055176 00000337 WEB INFO  QID:0x100000000a21e00 finish request, status_code:200, latency:5.9479ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 00:14:02.734085 00000337 WEB INFO  QID:0x2000000000090600 finish request, status_code:200, latency:19.6729ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 00:14:11.595993 00000337 WEB INFO  QID:0x100000000a22e00 finish request, status_code:200, latency:4.0167ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/07 00:14:11.596889 00000337 WEB INFO  QID:0x100000000a22d00 finish request, status_code:200, latency:4.8895ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 00:14:17.729170 00000337 WEB INFO  QID:0x2000000000090700 finish request, status_code:200, latency:15.7885ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 00:14:30.049452 00000337 WEB INFO  QID:0x100000000a24300 finish request, status_code:200, latency:1.9841ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 00:14:32.734155 00000337 WEB INFO  QID:0x2000000000090800 finish request, status_code:200, latency:20.4957ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 00:14:41.629280 00000337 WEB INFO  QID:0x100000000a25200 finish request, status_code:200, latency:4.8886ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/07 00:14:41.630404 00000337 WEB INFO  QID:0x100000000a25100 finish request, status_code:200, latency:5.911ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 00:14:47.732294 00000337 WEB INFO  QID:0x2000000000090900 finish request, status_code:200, latency:17.74ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 00:15:01.057889 00000337 WEB INFO  QID:0x100000000a26900 finish request, status_code:200, latency:7.9298ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 00:15:02.725782 00000337 WEB INFO  QID:0x2000000000090a00 finish request, status_code:200, latency:11.6954ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 00:15:11.659770 00000337 WEB INFO  QID:0x100000000a27600 finish request, status_code:200, latency:4.6633ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/07 00:15:11.660863 00000337 WEB INFO  QID:0x100000000a27500 finish request, status_code:200, latency:5.5415ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 00:15:17.728193 00000337 WEB INFO  QID:0x2000000000090b00 finish request, status_code:200, latency:15.435ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 00:15:32.055374 00000337 WEB INFO  QID:0x100000000a28d00 finish request, status_code:200, latency:5.9917ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 00:15:32.726945 00000337 WEB INFO  QID:0x2000000000090c00 finish request, status_code:200, latency:12.82ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 00:15:41.695780 00000337 WEB INFO  QID:0x100000000a29a00 finish request, status_code:200, latency:8.3561ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/07 00:15:41.698321 00000337 WEB INFO  QID:0x100000000a29900 finish request, status_code:200, latency:10.9032ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 00:15:47.733113 00000337 WEB INFO  QID:0x2000000000090d00 finish request, status_code:200, latency:18.8004ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 00:16:02.734876 00000337 WEB INFO  QID:0x2000000000090e00 finish request, status_code:200, latency:20.117ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 00:16:03.055172 00000337 WEB INFO  QID:0x100000000a2b200 finish request, status_code:200, latency:5.8413ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 00:16:11.729404 00000337 WEB INFO  QID:0x100000000a2be00 finish request, status_code:200, latency:10.0409ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/07 00:16:11.732156 00000337 WEB INFO  QID:0x100000000a2bd00 finish request, status_code:200, latency:12.6798ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
